,state,UP,DOWN,LEFT,RIGHT,POLICY
141,"((2, 4), (4, 1))",-306.9104565711314,-300.7564663596394,-762.75,-303.25185523646326,DOWN
142,"((0, 5), (4, 1))",-311.2160948392713,-310.47062603198344,-306.2048769997957,-511.0,LEFT
143,"((1, 5), (4, 1))",-303.804409601226,-303.4962878527497,-311.58388761902694,-510.5,DOWN
144,"((2, 5), (4, 1))",-298.44166676242446,-299.8309375454145,-305.4246680514773,-510.0,UP
145,"((3, 4), (4, 1))",-297.42909983461226,-293.5019795038651,-508.0,-292.821585185107,RIGHT
146,"((5, 3), (3, 1))",0.0,0.0,0.0,0.0,UP
147,"((2, 1), (3, 1))",-319.1748235341152,-317.7085864173647,-317.5866721612957,-314.15560724775264,RIGHT
148,"((1, 1), (3, 1))",-314.51325704544047,-316.4458413813207,-313.0152644915902,-317.6276724053208,LEFT
149,"((0, 1), (3, 1))",-315.81151529014636,-313.13284152885535,-310.8371452689761,-316.00923045424963,LEFT
150,"((0, 6), (4, 1))",0.0,0.0,0.0,0.0,UP
151,"((1, 3), (4, 2))",-313.16995045844953,-507.5,-312.5307783667251,-310.9465770542928,RIGHT
152,"((0, 3), (4, 2))",-313.6907562991755,-311.16631848389227,-315.55299104582684,-313.2085609328126,DOWN
153,"((3, 3), (2, 1))",0.0,0.0,0.0,0.0,UP
154,"((0, 4), (4, 2))",-304.7063373321609,-304.491804695897,-312.78177462349095,-309.7366039542972,DOWN
155,"((1, 4), (4, 2))",-306.3664933815572,-304.0560463458643,-308.7957806607411,-306.5465047302971,DOWN
156,"((2, 4), (4, 2))",-301.86284042893294,-300.15892534814066,-507.5,-300.74410212272903,DOWN
157,"((0, 5), (4, 2))",-305.731640295899,-306.52268905912297,-305.2257011077518,-765.0,LEFT
158,"((1, 5), (4, 2))",-304.1885661591074,-299.36555830743885,-307.28549543503595,-509.5,DOWN
159,"((2, 5), (4, 2))",-295.84907425500006,-297.06667638904,-302.362802353387,-509.0,UP
160,"((3, 4), (4, 2))",-296.26847793972115,-292.5557398657006,-507.0,-297.730912728268,DOWN
161,"((2, 2), (3, 2))",-300.8076308694391,-313.5790224759762,-304.4498193238978,-507.5,UP
162,"((1, 2), (3, 2))",-295.5622315472591,-301.0030039060032,-294.05189555626635,-293.48245246599765,RIGHT
163,"((0, 2), (3, 2))",-290.68780636372094,-290.6227485801329,-294.17388881498266,-291.08522665235284,DOWN
164,"((0, 6), (4, 2))",0.0,0.0,0.0,0.0,UP
165,"((1, 6), (4, 1))",0.0,0.0,0.0,0.0,UP
166,"((4, 2), (2, 2))",-290.8531599172205,-287.682372694009,-292.9221292154943,-508.5,DOWN
167,"((4, 1), (2, 2))",-291.778000899285,-295.0747021504541,-290.2682457945044,-294.3598467689674,LEFT
168,"((4, 0), (2, 2))",-289.0037873895941,-289.56159557599483,-289.6405013329571,-293.2337928365804,UP
169,"((1, 2), (2, 2))",-287.23286042929544,-284.4778788662121,-283.7861230272907,-283.5851251026254,RIGHT
170,"((0, 2), (2, 2))",-284.10834810424217,-285.6196607006471,-281.96880074044276,-284.6435488842628,LEFT
171,"((2, 3), (3, 2))",0.0,0.0,0.0,0.0,UP
172,"((5, 3), (3, 2))",0.0,0.0,0.0,0.0,UP
173,"((2, 3), (2, 1))",0.0,0.0,0.0,0.0,UP
174,"((2, 3), (3, 1))",0.0,0.0,0.0,0.0,UP
175,"((1, 6), (4, 2))",0.0,0.0,0.0,0.0,UP
176,"((3, 5), (4, 1))",-302.4609682271059,-291.9387690225724,-291.6979255925721,-509.5,LEFT
177,"((4, 4), (4, 1))",-288.8322342432382,-289.2688220123339,-507.5,-291.58342860956384,UP
178,"((1, 3), (3, 1))",-305.5282703401389,-508.5,-308.0264773553246,-307.8467895478967,UP
179,"((0, 3), (3, 1))",-305.731640295899,-305.49543154375306,-307.19506993154073,-306.1538820942524,DOWN
180,"((4, 3), (2, 1))",0.0,0.0,0.0,0.0,UP
181,"((0, 4), (3, 1))",-304.9142993953093,-303.9001474218213,-299.64538604117246,-301.7985025361618,LEFT
182,"((1, 4), (3, 1))",-301.55176763412265,-301.0742350955388,-301.43348134145765,-300.7517910706401,RIGHT
183,"((2, 4), (3, 1))",-295.10259801960154,-300.6647275288933,-508.5,-296.61396164096516,UP
184,"((0, 5), (3, 1))",-293.1931969791382,-298.38350734223053,-294.6094472497624,-511.0,UP
185,"((1, 5), (3, 1))",-292.7811487743006,-298.15394606205894,-300.50045632085016,-510.5,UP
186,"((2, 5), (3, 1))",-297.45890069649573,-293.2456148705156,-299.0611228911852,-510.0,DOWN
187,"((3, 4), (3, 1))",-293.28475233589825,-293.942421329288,-508.0,-298.2701622192068,UP
188,"((3, 3), (2, 2))",0.0,0.0,0.0,0.0,UP
189,"((5, 1), (1, 1))",-302.69403264313934,-296.3962807993058,-300.9769994075589,-300.33307824427425,DOWN
190,"((5, 0), (1, 1))",-297.6968892203541,-293.1931969791382,-293.1931969791382,-296.39611748353195,DOWN
191,"((5, 2), (1, 1))",-299.9795872086171,-293.1931969791382,-302.12091293741054,-511.0,DOWN
192,"((1, 3), (1, 1))",-288.73016253477385,-509.5,-295.8033239080994,-292.2202416827849,UP
193,"((0, 3), (1, 1))",-289.6685844255438,-289.127692994941,-288.5544851642311,-288.94623270538295,LEFT
194,"((4, 2), (1, 2))",-268.79619980895717,-266.60136664731897,-269.32343018170724,-509.5,DOWN
195,"((4, 1), (1, 2))",-268.4921120052732,-269.0902112136239,-267.75069682568807,-265.8387366914195,RIGHT
196,"((3, 3), (1, 2))",0.0,0.0,0.0,0.0,UP
197,"((1, 3), (3, 2))",-286.16450795418035,-507.5,-289.4782003029808,-285.531691359653,RIGHT
198,"((0, 3), (3, 2))",-287.77820748037414,-286.0018566825173,-285.523325802015,-286.36291981912495,LEFT
199,"((3, 5), (4, 2))",-298.3136018784337,-293.69305708841824,-292.69939612734066,-508.5,LEFT
200,"((4, 4), (4, 2))",-289.0826691173532,-289.00538855669754,-759.75,-289.9670099595962,DOWN
201,"((1, 1), (2, 1))",-300.4374248989517,-308.6767012353632,-303.29723821159513,-299.8374105202488,RIGHT
202,"((0, 1), (2, 1))",-301.86511986075743,-301.0435685601441,-299.1275593965188,-305.6438015232485,LEFT
203,"((5, 3), (2, 1))",0.0,0.0,0.0,0.0,UP
204,"((0, 6), (3, 1))",0.0,0.0,0.0,0.0,UP
205,"((2, 6), (4, 1))",0.0,0.0,0.0,0.0,UP
206,"((5, 2), (2, 2))",-289.9845768657631,-294.8393164429723,-295.79674028561976,-509.0,UP
207,"((5, 1), (2, 2))",-296.11726154184146,-288.662950328326,-289.544918948801,-294.79090145833936,DOWN
208,"((5, 0), (2, 2))",-292.31166430303904,-289.6685844255438,-289.6685844255438,-288.4748440110156,RIGHT
209,"((4, 3), (2, 2))",0.0,0.0,0.0,0.0,UP
210,"((3, 3), (1, 1))",0.0,0.0,0.0,0.0,UP
211,"((4, 5), (4, 1))",-291.7075575952365,-287.9166232322176,-284.94506504603436,-285.8026135209409,LEFT
212,"((3, 6), (4, 1))",0.0,0.0,0.0,0.0,UP
213,"((2, 6), (4, 2))",0.0,0.0,0.0,0.0,UP
214,"((1, 3), (2, 1))",-304.0473993104735,-508.5,-302.15533647852124,-296.1898306777681,RIGHT
215,"((0, 3), (2, 1))",-297.7202415034161,-300.1590225619211,-298.4546025219329,-302.7188664609174,UP
216,"((0, 4), (3, 2))",-282.05075510849963,-283.6297336957522,-280.0004066214108,-281.96977226494334,LEFT
217,"((1, 4), (3, 2))",-283.6140240807101,-276.81225500400774,-276.8329183286718,-275.65123176421264,RIGHT
218,"((2, 4), (3, 2))",-273.67961058744436,-269.67035578517323,-507.5,-270.10282561586223,DOWN
219,"((0, 5), (3, 2))",-273.4436851852669,-276.7706038896795,-275.456603596778,-510.0,UP
220,"((1, 5), (3, 2))",-271.67616757636347,-273.22730877555966,-277.24533119552746,-764.25,UP
221,"((2, 5), (3, 2))",-273.7081918343665,-265.3572998943272,-272.5549070750076,-509.0,DOWN
222,"((1, 2), (1, 4))",-230.119082660167,-232.69984762273438,-234.43233308396248,-229.93975303067452,RIGHT
223,"((0, 2), (1, 4))",-223.38529293648614,-232.87882552510735,-226.61221126750064,-223.73234850536267,UP
224,"((2, 2), (1, 4))",-235.38747876659727,-235.76138475542498,-230.78893919787683,-761.25,LEFT
225,"((1, 1), (1, 4))",-231.86453165698885,-231.89064684365957,-234.04884586073382,-230.51762837206022,RIGHT
226,"((0, 1), (1, 4))",-229.99685803519247,-230.34349597901945,-233.932137808013,-230.39915719905986,UP
227,"((2, 1), (1, 4))",-230.96293823008375,-230.5776640923526,-234.42793434247017,-234.74716009652388,DOWN
228,"((1, 0), (1, 4))",-234.464227558598,-239.14303330222646,-237.34687374501652,-233.0035420329487,RIGHT
229,"((0, 0), (1, 4))",-235.70460801853181,-234.91265140514594,-235.70460801853181,-234.38941184922697,RIGHT
230,"((2, 0), (1, 4))",-235.78699026205896,-238.81498117084465,-235.70460801853181,-233.89691798045703,RIGHT
231,"((1, 4), (1, 5))",-207.1930870604324,-229.9040943657592,-229.8194789675626,-1011.9999849200249,UP
232,"((0, 4), (1, 5))",-207.19308173370564,-218.12102747513399,-220.12102245936148,-195.14453238427518,RIGHT
233,"((2, 4), (1, 5))",-218.1177552296796,-220.1125782300409,-761.25,-220.80220750771954,UP
234,"((1, 3), (1, 5))",-218.62916668436412,-761.25,-219.78115388013478,-218.1073564120867,RIGHT
235,"((0, 3), (1, 5))",-209.42371212795575,-208.43558057507119,-208.66373419352837,-207.19308628614453,RIGHT
236,"((2, 3), (1, 5))",0.0,0.0,0.0,0.0,UP
237,"((5, 3), (2, 2))",0.0,0.0,0.0,0.0,UP
238,"((0, 4), (2, 1))",-303.4071621513016,-299.45307387028424,-297.3421601360251,-297.11081329853016,RIGHT
239,"((1, 4), (2, 1))",-294.1510318126574,-294.45188887571965,-298.5528032452946,-291.91400156595546,RIGHT
240,"((2, 4), (2, 1))",-293.4179619685057,-288.6718286068822,-762.75,-292.97016652052775,DOWN
241,"((0, 5), (2, 1))",-293.1931969791382,-295.9985458639485,-301.7002709687098,-511.0,UP
242,"((1, 5), (2, 1))",-297.41325771187724,-294.2717498478538,-291.9243639869046,-510.5,LEFT
243,"((2, 5), (2, 1))",-293.3075460377504,-291.2213538780704,-287.6624511879049,-510.0,LEFT
244,"((3, 4), (2, 1))",-290.863634937381,-279.4427488180935,-509.0,-279.7352374045589,DOWN
245,"((1, 3), (2, 2))",-279.102421165417,-507.5,-277.0435862048338,-277.53639453350036,LEFT
246,"((0, 3), (2, 2))",-280.68161555816494,-278.496295961765,-281.5059205695303,-280.8359612426831,DOWN
247,"((2, 3), (2, 2))",0.0,0.0,0.0,0.0,UP
248,"((3, 4), (3, 2))",-264.6295058752645,-267.3381519487274,-760.5,-268.29262185526727,UP
249,"((5, 4), (4, 1))",-289.7472073523034,-287.77820748037414,-508.0,-289.2884273340102,DOWN
250,"((4, 3), (1, 1))",0.0,0.0,0.0,0.0,UP
251,"((4, 5), (4, 2))",-292.1478150087088,-287.55748524331767,-284.7220653653436,-287.53296330000296,LEFT
252,"((3, 6), (4, 2))",0.0,0.0,0.0,0.0,UP
253,"((5, 4), (4, 2))",-287.65324290910013,-284.76393327679017,-887.25,-286.0434462304355,DOWN
254,"((4, 3), (4, 2))",0.0,0.0,0.0,0.0,UP
255,"((5, 2), (1, 2))",-269.37013039465967,-265.27003536207724,-268.55301054076807,-510.0,DOWN
256,"((5, 1), (1, 2))",-270.95880343660514,-270.58453886493237,-265.8693499186496,-269.71111745954136,LEFT
257,"((5, 0), (1, 2))",-265.3769723997191,-265.81779834668725,-265.3800020927082,-268.9188339203662,UP
258,"((4, 3), (1, 2))",0.0,0.0,0.0,0.0,UP
259,"((1, 6), (3, 1))",0.0,0.0,0.0,0.0,UP
260,"((0, 6), (2, 1))",0.0,0.0,0.0,0.0,UP
261,"((0, 2), (1, 2))",-250.71178231866617,-261.2301512176963,-256.0674509085828,-252.37293417422867,UP
262,"((0, 4), (2, 2))",-274.4228694557785,-272.7466938129077,-277.0002424656028,-275.47526848403106,DOWN
263,"((1, 4), (2, 2))",-273.3322091848579,-270.1843082052578,-271.8154925824553,-271.32052552732506,DOWN
264,"((2, 4), (2, 2))",-266.9671077872745,-264.4657397571498,-507.5,-260.5157827077702,RIGHT
265,"((0, 5), (2, 2))",-273.3557201806806,-273.1265194068425,-268.6977125634654,-510.0,LEFT
266,"((1, 5), (2, 2))",-263.7950713536856,-266.40656454271124,-270.5682982074578,-509.5,UP
267,"((2, 5), (2, 2))",-260.48219067303637,-259.83931031597126,-259.0014455830122,-763.5,LEFT
268,"((3, 4), (2, 2))",-259.11966901731495,-257.8212899742127,-762.0,-255.1929605895711,RIGHT
269,"((3, 5), (3, 1))",-296.57314492375974,-294.2402212865786,-293.9416027508391,-955.3125,LEFT
270,"((4, 4), (3, 1))",-292.08071881895364,-285.9037913004041,-508.5,-290.1773944899297,DOWN
271,"((0, 6), (2, 2))",0.0,0.0,0.0,0.0,UP
272,"((0, 3), (1, 3))",-241.36708444413082,-507.0,-246.00365167245488,-236.27391785858603,RIGHT
273,"((1, 3), (2, 3))",0.0,0.0,0.0,0.0,UP
274,"((0, 1), (1, 1))",-280.68161555816494,-282.2998891204396,-280.86659395248887,-283.6670827245407,UP
275,"((0, 6), (3, 2))",0.0,0.0,0.0,0.0,UP
276,"((1, 6), (3, 2))",0.0,0.0,0.0,0.0,UP
277,"((5, 5), (4, 2))",-287.2543966282001,-284.10834810424217,-283.84668602545037,-280.43936885898484,RIGHT
278,"((4, 6), (4, 2))",-508.5,-280.28445359479144,-280.4834195160956,-281.09787983382205,DOWN
279,"((5, 3), (1, 1))",0.0,0.0,0.0,0.0,UP
280,"((5, 5), (4, 1))",-289.98053765460674,-282.05075510849963,-286.1861701998622,-284.59655056392046,DOWN
281,"((4, 6), (4, 1))",-509.5,-280.53692896564803,-283.0060165596761,-281.3476457677233,DOWN
282,"((1, 6), (2, 1))",0.0,0.0,0.0,0.0,UP
283,"((0, 3), (1, 2))",-244.66013937629145,-243.98346666683994,-246.38193203982092,-246.81589591701612,DOWN
284,"((1, 3), (1, 2))",-241.48889512867868,-508.5,-260.6596153219345,-239.3193987574284,RIGHT
285,"((0, 4), (1, 2))",-240.27860419999604,-240.87000882252386,-243.24692974031578,-241.37696977351095,UP
286,"((1, 4), (1, 2))",-239.74875565110523,-237.66422739137812,-235.87031812200928,-239.56214656990824,LEFT
287,"((0, 4), (1, 1))",-287.83545808975464,-287.60026718081167,-287.0773913355286,-289.9578285636228,LEFT
288,"((1, 4), (1, 1))",-286.9118602428557,-282.0296483918934,-290.5526047520553,-287.0876536196788,DOWN
289,"((2, 4), (1, 1))",-284.0401640542649,-273.89810060404966,-509.5,-280.07896166939656,DOWN
290,"((0, 5), (1, 1))",-284.11376580817904,-286.3087745297198,-286.97702885114813,-511.0,UP
291,"((1, 5), (1, 1))",-284.7438092990824,-284.70363181196126,-278.579155201347,-510.5,LEFT
292,"((2, 5), (1, 1))",-274.4242261959212,-276.60132271753014,-276.60763690745404,-894.25,UP
293,"((0, 6), (1, 1))",0.0,0.0,0.0,0.0,UP
294,"((3, 5), (2, 1))",-286.87194002110175,-283.65345832301205,-280.80423382992217,-510.5,LEFT
295,"((2, 6), (2, 1))",0.0,0.0,0.0,0.0,UP
296,"((1, 6), (2, 2))",0.0,0.0,0.0,0.0,UP
297,"((5, 6), (4, 2))",-277.4330304577099,-280.68161555816494,-279.03031340320194,-277.1592781274511,RIGHT
298,"((5, 7), (4, 2))",-273.95661285104467,-278.9879226947996,-275.0304419564292,-276.92729735627637,UP
299,"((4, 7), (4, 2))",-274.26668793071053,-277.8535044636933,-276.1802409822193,-271.9332920239955,RIGHT
300,"((3, 7), (4, 2))",-270.34549155029424,-270.6274098276018,-508.5,-269.9268976671381,RIGHT
301,"((2, 7), (4, 2))",-264.0955390620792,-271.2667732656673,-509.0,-271.01000137655484,UP
302,"((1, 7), (4, 2))",-267.260212168516,-269.8686270562781,-509.5,-262.3941813702291,RIGHT
303,"((0, 7), (4, 2))",-265.81779834668725,-270.72805071453604,-510.0,-267.8516380636476,UP
304,"((5, 8), (4, 2))",-274.8291379896366,-273.4436851852669,-274.047329290176,-510.0,DOWN
305,"((4, 8), (4, 2))",-266.7263965738667,-270.9461423489287,-271.8207700248839,-509.5,UP
306,"((3, 8), (4, 2))",-265.3714371927308,-263.1481455148414,-263.6165948854889,-263.8620771576917,DOWN
307,"((2, 8), (4, 2))",-264.8646968063922,-269.0336617798573,-264.3230277609316,-510.5,LEFT
308,"((1, 8), (4, 2))",-268.81991053494176,-262.97633530805416,-266.25362852957784,-511.0,DOWN
309,"((0, 8), (4, 2))",-268.8198881850738,-267.8151941268635,-271.6731089475766,-511.5,DOWN
310,"((2, 6), (3, 1))",0.0,0.0,0.0,0.0,UP
311,"((3, 4), (1, 1))",-279.0173189318177,-270.6895088098515,-510.0,-269.774070578458,RIGHT
312,"((3, 2), (1, 3))",-247.78616691073512,-240.8882500712291,-246.1746425026431,-508.0,DOWN
313,"((3, 1), (1, 3))",-247.0954817555728,-245.86781948840866,-244.36830902672318,-247.9085274974733,LEFT
314,"((3, 0), (1, 3))",-243.47814642375545,-250.42280271063163,-244.85124830009465,-244.66388278137526,UP
315,"((2, 3), (1, 3))",0.0,0.0,0.0,0.0,UP
316,"((3, 5), (3, 2))",-267.75662315838883,-263.42156957291854,-266.93927253928405,-508.5,DOWN
317,"((4, 4), (3, 2))",-266.10462813230345,-260.4839542375213,-507.5,-261.9635445142478,DOWN
318,"((3, 3), (3, 2))",0.0,0.0,0.0,0.0,UP
319,"((3, 5), (2, 2))",-251.94896513169675,-251.2097089006858,-256.9944162414897,-509.5,DOWN
320,"((2, 6), (2, 2))",0.0,0.0,0.0,0.0,UP
321,"((5, 3), (1, 2))",0.0,0.0,0.0,0.0,UP
322,"((4, 5), (3, 1))",-291.9175127123758,-284.87710096028945,-287.47818339672585,-288.66530052738176,DOWN
323,"((3, 6), (3, 1))",0.0,0.0,0.0,0.0,UP
324,"((4, 4), (2, 2))",-251.63735014233305,-257.9473829178397,-508.5,-254.9649625214439,UP
325,"((5, 6), (4, 1))",-282.3866643908809,-273.4436851852669,-284.50598767641986,-275.8614615504972,DOWN
326,"((5, 7), (4, 1))",-275.9216410102463,-270.58453886493237,-268.3051385089217,-270.32304041645165,LEFT
327,"((4, 7), (4, 1))",-277.200921726164,-276.0603514341046,-280.7386584051751,-277.992614154967,DOWN
328,"((3, 7), (4, 1))",-276.5858017484759,-274.9767899722309,-509.5,-270.55979146033974,RIGHT
329,"((2, 7), (4, 1))",-275.8918824613511,-275.25117962638456,-510.0,-273.82635639719894,RIGHT
330,"((1, 7), (4, 1))",-280.76237349388896,-274.49359642932126,-510.5,-274.87236408366044,DOWN
331,"((0, 7), (4, 1))",-270.89344121775696,-275.13405649104783,-511.0,-271.3898222464369,UP
332,"((5, 8), (4, 1))",-275.17661153442305,-274.9887093549538,-267.88459895544145,-766.5,LEFT
333,"((4, 8), (4, 1))",-269.37773365204447,-273.83933697077487,-277.86598510396243,-765.75,UP
334,"((3, 8), (4, 1))",-268.76740370445634,-266.7387331110003,-266.9181869995367,-260.8704051947151,RIGHT
335,"((2, 8), (4, 1))",-271.21453153692755,-263.60407231256204,-272.81677408815676,-511.5,DOWN
336,"((1, 8), (4, 1))",-273.27886380086886,-269.4137409968547,-279.3494157091386,-512.0,DOWN
337,"((0, 8), (4, 1))",-272.03157479686104,-277.31594741164804,-270.99435675052194,-768.75,LEFT
338,"((5, 4), (3, 1))",-289.50844711013895,-281.5764667593405,-509.0,-283.83650446399787,DOWN
339,"((2, 6), (3, 2))",0.0,0.0,0.0,0.0,UP
340,"((4, 9), (4, 2))",0.0,0.0,0.0,0.0,UP
341,"((1, 6), (1, 1))",0.0,0.0,0.0,0.0,UP
342,"((4, 5), (3, 2))",-260.8433714333443,-258.81467480603123,-258.860441770019,-253.53071508910378,RIGHT
343,"((3, 6), (3, 2))",0.0,0.0,0.0,0.0,UP
344,"((5, 9), (4, 1))",0.0,0.0,0.0,0.0,UP
345,"((4, 4), (2, 1))",-276.59389569279426,-278.506817067146,-764.25,-274.9129767680521,RIGHT
346,"((5, 4), (3, 2))",-261.67063061448323,-259.17715448601297,-508.0,-252.8946935329674,RIGHT
347,"((5, 5), (3, 2))",-254.42735376031084,-251.30845455354694,-250.26836884021026,-255.12942059663402,LEFT
348,"((4, 6), (3, 2))",-508.5,-250.53079952850754,-247.6351793455643,-247.94740272773456,LEFT
349,"((3, 5), (1, 1))",-271.57536847648146,-269.9777183213984,-271.882913603721,-511.5,DOWN
350,"((2, 6), (1, 1))",0.0,0.0,0.0,0.0,UP
351,"((5, 5), (3, 1))",-283.6771803443762,-279.2316161706077,-286.9937126475077,-280.95550363841835,DOWN
352,"((4, 6), (3, 1))",-509.5,-284.3308112551666,-283.9810290713982,-278.22785762455953,RIGHT
353,"((4, 5), (2, 1))",-279.5665014557625,-272.0015520504485,-277.6647748029179,-274.6087956168169,DOWN
354,"((3, 6), (2, 1))",0.0,0.0,0.0,0.0,UP
355,"((1, 5), (1, 6))",0.0,0.0,0.0,0.0,UP
356,"((4, 9), (4, 1))",0.0,0.0,0.0,0.0,UP
357,"((4, 5), (2, 2))",-251.24728963579412,-246.3430006688211,-255.39493861082644,-245.41038466509224,RIGHT
358,"((3, 6), (2, 2))",0.0,0.0,0.0,0.0,UP
359,"((0, 4), (1, 4))",-207.47739655951415,-208.03731734643168,-214.81240445267616,-209.79719189201967,UP
360,"((1, 4), (2, 4))",-200.3251993597888,-197.90180200422668,-202.19788952932558,-199.20721635164793,DOWN
361,"((0, 4), (2, 4))",-201.4848206628283,-202.5990888449179,-197.18999886860155,-199.12710956470949,LEFT
362,"((2, 4), (3, 4))",-188.90010203291337,-189.081832320204,-759.75,-190.89521411499328,UP
363,"((1, 4), (3, 4))",-188.0474586984352,-186.12947636355585,-188.8301865040571,-186.291075211401,DOWN
364,"((0, 4), (3, 4))",-183.32580623663586,-186.97676678547015,-183.77508949258242,-189.3629684982828,UP
365,"((3, 4), (4, 4))",-185.557425758672,-185.34957535650994,-506.0,-184.18243979511033,RIGHT
366,"((2, 4), (4, 4))",-182.76186032339828,-184.84152189181594,-506.5,-179.83579983170117,RIGHT
367,"((1, 4), (4, 4))",-181.68156380935744,-183.96162540914958,-181.99969637154138,-181.46799491382052,RIGHT
368,"((0, 4), (4, 4))",-177.21186556445815,-181.4154559268464,-178.85752834816208,-179.717501376967,UP
369,"((3, 3), (4, 4))",0.0,0.0,0.0,0.0,UP
370,"((0, 4), (1, 3))",-230.2683664718037,-231.0248071367683,-237.3467868933453,-231.8455922287863,UP
371,"((1, 4), (1, 3))",-232.69702932744963,-227.58680367661503,-232.69544216994356,-228.7327875153294,DOWN
372,"((0, 5), (1, 3))",-229.99685803519247,-230.90817209940155,-233.55328692402344,-763.5,UP
373,"((1, 5), (1, 3))",-231.92815774663478,-226.26836423685194,-226.28695398667264,-508.5,DOWN
374,"((2, 4), (1, 3))",-229.74027195380282,-225.18447324682703,-507.5,-225.83422737976727,DOWN
375,"((4, 4), (1, 1))",-274.48546854544895,-271.4544032260647,-510.5,-265.5827365674221,RIGHT
376,"((4, 2), (1, 3))",-243.76913391685457,-237.92292733587206,-242.68845217830727,-508.5,DOWN
377,"((5, 9), (4, 2))",0.0,0.0,0.0,0.0,UP
378,"((4, 5), (1, 1))",-263.5502699995404,-264.63576126881003,-269.35620261394035,-261.1485639336261,RIGHT
379,"((3, 6), (1, 1))",0.0,0.0,0.0,0.0,UP
380,"((0, 5), (1, 2))",-236.64101467095068,-237.0423612459271,-237.95009547106008,-510.0,UP
381,"((1, 5), (1, 2))",-235.96620535273485,-234.29735545994382,-239.1506097448109,-509.5,DOWN
382,"((2, 4), (1, 2))",-235.92144109175683,-230.82309269732482,-508.5,-228.00975640681423,RIGHT
383,"((2, 5), (1, 2))",-232.31770871451113,-229.02805306950773,-226.58577150087376,-510.0,LEFT
384,"((0, 6), (1, 2))",0.0,0.0,0.0,0.0,UP
385,"((5, 4), (2, 1))",-275.5044381344246,-274.9887093549538,-510.0,-276.9867261197197,DOWN
386,"((3, 9), (4, 1))",-511.5,-510.5,-261.4154269614454,-247.90539716258155,RIGHT
387,"((2, 9), (4, 1))",0.0,0.0,0.0,0.0,UP
388,"((0, 2), (1, 5))",-209.51520712758378,-215.11891054080638,-212.62238633706934,-214.52924580148579,UP
389,"((1, 2), (1, 5))",-216.40719957576738,-216.60341048265124,-219.34661729764025,-221.84342796057462,UP
390,"((0, 1), (1, 5))",-215.18583675684198,-211.59366753642328,-213.2521615417707,-215.1457204412904,DOWN
391,"((1, 1), (1, 5))",-214.7197184547453,-217.1693857822316,-213.34755537758332,-220.12426459637877,LEFT
392,"((0, 0), (1, 5))",-215.99350348941346,-213.90349826598805,-212.00356269215757,-215.82163683400614,LEFT
393,"((1, 0), (1, 5))",-215.77174504174872,-217.49783053737622,-215.18583675684198,-213.8257406889576,RIGHT
394,"((0, 5), (1, 5))",-195.1445262307626,-183.98437614573254,-207.19227903434114,-1013.9999848902225,DOWN
395,"((1, 5), (2, 5))",-195.1359735379561,-173.7215920663965,-195.01275415261614,-1012.9999698102474,DOWN
396,"((0, 5), (2, 5))",-187.09304775834056,-183.98382725235842,-186.04775298984424,-507.0,DOWN
397,"((2, 5), (3, 5))",-183.97551786863244,-164.36524451151166,-183.89155704763488,-1011.999758720398,DOWN
